Service Order Number,Date Opened,Structure Status,Address,City,State,Zip Code,Neighborhood,Latitude,Longitude,KivaPIN,Property Owner,Order to Demolish Or Repair Sent,Project Phase,Structure Type,Structure Rating,Mapped Location
1069531,07/24/2012,Demolition NTP Issued,2714 Askew Ave,KANSAS CITY,MO,64128,Ingleside,39.076121,-94.541355,23750,Private,,,House,Regular Demolition,"2714 Askew Ave
KANSAS CITY 64128
(39.076121, -94.541355)"
1128504,01/23/2015,Closed (City Demolition),5050 College Ave,KANSAS CITY,MO,64130,North Town Fork Creek,39.033677,-94.546964,35328,Private,,47/63 Strategic Area,House,Regular Demolition,"5050 College Ave
KANSAS CITY 64130
(39.033677, -94.546964)"
1150243,11/20/2015,Downgraded/No Longer a DB,1511 E 18TH ST,KANSAS CITY,MO,64108,Wendell Phillips,39.090951,-94.563868,13242,City,,TRO,Commercial Building,High Priority,"1511 E 18TH ST
KANSAS CITY 64108
(39.090951, -94.563868)"
1073814,08/23/2012,Closed (City Demolition),3000 E 25TH ST,KANSAS CITY,MO,64127,Washington Wheatley,39.080731,-94.547513,16686,Land Bank,,Dollar House List,,,"3000 E 25TH ST
KANSAS CITY 64127
(39.080731, -94.547513)"
1166901,09/23/2016,Closed (City Demolition),3515 E 58th Ter,KANSAS CITY,MO,64130,North Town Fork Creek,39.01966,-94.544516,37137,Land Bank,,,,,"3515 E 58th Ter
KANSAS CITY 64130
(39.01966, -94.544516)"
1150325,12/29/2015,Closed (City Demolition),6111 College Ave,KANSAS CITY,MO,64130,South Town Fork Creek,39.015069,-94.547541,1262,Private,,47/63 Strategic Area,House,Regular Demolition,"6111 College Ave
KANSAS CITY 64130
(39.015069, -94.547541)"
1164668,08/25/2016,Closed (City Demolition),2611 E 35th St,KANSAS CITY,MO,64128,Oak Park Northwest,39.062288,-94.552542,28817,Land Bank,,KCPD Requested,,,"2611 E 35th St
KANSAS CITY 64128
(39.062288, -94.552542)"
1048434,01/23/2008,Closed (City Demolition),2944 WABASH AVE,KANSAS CITY,MO,64109,Key Coalition,39.071853,-94.554234,27048,Private,,,Apartment Building,High Priority,"2944 WABASH AVE
KANSAS CITY 64109
(39.071853, -94.554234)"
1001799,10/24/2013,Downgraded/No Longer a DB,6741 South Benton Ave,KANSAS CITY,MO,64132,Self Help Neighborhood Council,39.00352,-94.552807,2970,Land Bank,,,,,"6741 South Benton Ave
KANSAS CITY 64132
(39.00352, -94.552807)"
1047541,03/29/2011,Closed (City Demolition),2327 BELLEFONTAINE AVE,KANSAS CITY,MO,64127,Washington Wheatley,39.083292,-94.54622,15918,Land Bank,,,,,"2327 BELLEFONTAINE AVE
KANSAS CITY 64127
(39.083292, -94.54622)"
1188284,10/23/2017,Closed (City Demolition),5607 Bonita Ave,KANSAS CITY,MO,64128,South Blue Valley,39.073596,-94.51764,21619,Land Bank,,,House,,"5607 Bonita Ave
KANSAS CITY 64128
(39.073596, -94.51764)"
1089883,01/01/2014,Downgraded/No Longer a DB,2220 Drury Ave,KANSAS CITY,MO,64127,South Blue Valley,39.08426,-94.519024,18005,Land Bank,,,Easement Garage,High Priority,"2220 Drury Ave
KANSAS CITY 64127
(39.08426, -94.519024)"
1077326,09/26/2014,Closed (City Demolition),3919 WABASH AVE,KANSAS CITY,MO,64130,Ivanhoe Southeast,39.054659,-94.554442,136305,Land Bank,,,,,"3919 WABASH AVE
KANSAS CITY 64130
(39.054659, -94.554442)"
1151100,01/22/2016,Closed (Owner Repair),7802 E 108th St,KANSAS CITY,MO,64134,Ruskin Heights,38.929234,-94.498554,71695,Private,,,House,,"7802 E 108th St
KANSAS CITY 64134
(38.929234, -94.498554)"
1107924,03/14/2014,Closed (Owner Repair),3709 Brooklyn Ave,KANSAS CITY,MO,64109,Ivanhoe Northeast,39.059079,-94.557552,134366,Private,,,House,Repair/Receivership,"3709 Brooklyn Ave
KANSAS CITY 64109
(39.059079, -94.557552)"
1154172,03/25/2016,Closed (City Demolition),2922 Monroe Ave,KANSAS CITY,MO,64128,Ingleside,39.071937,-94.540437,24070,Land Bank,,Kissick Donated Demolition,,,"2922 Monroe Ave
KANSAS CITY 64128
(39.071937, -94.540437)"
1150034,12/17/2015,Closed (Owner Repair),3042 E 60th St,KANSAS CITY,MO,64130,South Town Fork Creek,39.017637,-94.549184,967,Private,,,House,Repair/Receivership,"3042 E 60th St
KANSAS CITY 64130
(39.017637, -94.549184)"
1106199,02/12/2014,Closed (City Demolition),6124 Agnes Ave,KANSAS CITY,MO,64130,South Town Fork Creek,39.014933,-94.551728,1167,Land Bank,,Dollar House List,,,"6124 Agnes Ave
KANSAS CITY 64130
(39.014933, -94.551728)"
1144354,09/01/2015,Downgraded/No Longer a DB,2235 E 70TH TER,KANSAS CITY,MO,64132,Blenheim Square Research Hospi,35.797519,-103.89058,114331,Private,,,House,Regular Demolition,"2235 E 70TH TER
KANSAS CITY 64132
(35.797519, -103.89058)"
1133920,05/01/2015,Closed (City Demolition),6653 Bales Ave,KANSAS CITY,MO,64132,Swope Park Campus,39.005435,-94.545719,1944,Private,,,House,Regular Demolition,"6653 Bales Ave
KANSAS CITY 64132
(39.005435, -94.545719)"
1073662,08/22/2012,On Hold - LB Sold,3833 Chestnut Ave,KANSAS CITY,MO,64128,Oak Park Northwest,39.055889,-94.550905,28917,Private,,,House,Repair/Receivership,"3833 Chestnut Ave
KANSAS CITY 64128
(39.055889, -94.550905)"
1110129,04/23/2014,Closed (Owner Repair),3009 Agnes Ave,KANSAS CITY,MO,64128,Santa Fe,39.071028,-94.547856,24771,Private,,Dollar House (sold),,,"3009 Agnes Ave
KANSAS CITY 64128
(39.071028, -94.547856)"
1063534,06/05/2012,Receivership/AHA Review,1826 Forest Ave,KANSAS CITY,MO,64108,,39.090626,-94.569386,13345,Private,,Receivership Candidate,Commercial Building,Regular Demolition,"1826 Forest Ave
KANSAS CITY 64108
(39.090626, -94.569386)"
1053728,11/16/2011,Closed (City Demolition),2348 Topping Ave,KANSAS CITY,MO,64127,South Blue Valley,39.081436,-94.515727,20143,Land Bank,,Land Bank Round 3,,,"2348 Topping Ave
KANSAS CITY 64127
(39.081436, -94.515727)"
1047712,04/22/2010,Closed (City Demolition),3028 KENSINGTON AVE,KANSAS CITY,MO,64128,Knoches Park,39.070232,-94.532362,22490,Land Bank,,Dollar House List,,,"3028 KENSINGTON AVE
KANSAS CITY 64128
(39.070232, -94.532362)"
1047600,05/21/2010,Closed (City Demolition),2915 E 61ST ST,KANSAS CITY,MO,64130,South Town Fork Creek,39.015472,-94.551587,1156,Land Bank,,Dollar House List,,,"2915 E 61ST ST
KANSAS CITY 64130
(39.015472, -94.551587)"
1187959,10/16/2017,Closed (City Demolition),3809 E 12th St,KANSAS CITY,MO,64127,Lykins,39.098132,-94.537208,11293,Private,,,Commercial Building,,"3809 E 12th St
KANSAS CITY 64127
(39.098132, -94.537208)"
1047514,07/30/2008,Closed (Owner Repair),3038 OLIVE ST,KANSAS CITY,MO,64109,Key Coalition,39.070422,-94.555475,26836,Private,,Dollar House (sold),,,"3038 OLIVE ST
KANSAS CITY 64109
(39.070422, -94.555475)"
1131896,03/31/2015,Closed (City Demolition),6222 E 13TH ST,KANSAS CITY,MO,64126,East Blue Valley,39.095919,-94.508984,6120,Land Bank,,Land Bank Unclaimed,,,"6222 E 13TH ST
KANSAS CITY 64126
(39.095919, -94.508984)"
1166965,09/26/2016,Closed (City Demolition),5108 Wabash Ave,KANSAS CITY,MO,64130,Blue Hills,39.033375,-94.556269,145346,KCHA,,,,,"5108 Wabash Ave
KANSAS CITY 64130
(39.033375, -94.556269)"
1163107,08/03/2016,Closed (City Demolition),3301 Troost Ave,KANSAS CITY,MO,64109,Center City,39.06672,-94.571181,125721,Private,,,Commercial Building,High Priority,"3301 Troost Ave
KANSAS CITY 64109
(39.06672, -94.571181)"
1147974,10/23/2015,Closed (Owner Repair),4501 Chelsea Ave,KANSAS CITY,MO,64130,Vineyard,39.04357,-94.527391,33330,Private,,,House,Repair/Receivership,"4501 Chelsea Ave
KANSAS CITY 64130
(39.04357, -94.527391)"
1064070,05/10/2012,Downgraded/No Longer a DB,2610 E 28TH ST (garage),KANSAS CITY,MO,64128,Santa Fe,39.075231,-94.552006,24537,Private,,,Unattached Garage,More Information Needed,"2610 E 28TH ST
garage) KANSAS CITY 64128
(39.075231, -94.552006)"
1149984,12/15/2015,Closed (Sent to Receivership),2318 Chelsea Ave,KANSAS CITY,MO,64127,East Community Team South,39.082829,-94.52693,19031,Private,,,House,Repair/Receivership,"2318 Chelsea Ave
KANSAS CITY 64127
(39.082829, -94.52693)"
1047168,01/10/2008,Closed (Owner Repair),3721 FREMONT AVE,KANSAS CITY,MO,64129,Leeds,39.056771,-94.509392,32613,Private,,,House,Repair/Receivership,"3721 FREMONT AVE
KANSAS CITY 64129
(39.056771, -94.509392)"
1135358,05/18/2015,Closed (City Demolition),1700 Cypress Ave,KANSAS CITY,MO,64127,East Community Team North,39.090672,-94.530378,18455,Private,,Accelerated Priority,House,High Priority,"1700 Cypress Ave
KANSAS CITY 64127
(39.090672, -94.530378)"
1150446,01/04/2016,Closed (Owner Repair),2238 E 68TH Ter,KANSAS CITY,MO,64132,Blenheim Square Research Hospi,39.002955,-94.559447,113818,Private,,,House,Regular Demolition,"2238 E 68TH Ter
KANSAS CITY 64132
(39.002955, -94.559447)"
1073657,08/22/2012,Closed (City Demolition),3310 Park Ave,KANSAS CITY,MO,64109,Key Coalition,39.065877,-94.556852,126547,Land Bank,,Dollar House List,,,"3310 Park Ave
KANSAS CITY 64109
(39.065877, -94.556852)"
1166898,09/23/2016,Closed (City Demolition),3418 Prospect Ave,KANSAS CITY,MO,64128,Key Coalition,39.06371,-94.553513,126464,Land Bank,,,,,"3418 Prospect Ave
KANSAS CITY 64128
(39.06371, -94.553513)"
1050229,03/18/2008,Closed (City Demolition),2413 DENVER AVE,KANSAS CITY,MO,64127,East Community Team South,39.081107,-94.522052,20249,Land Bank,,,House,High Priority,"2413 DENVER AVE
KANSAS CITY 64127
(39.081107, -94.522052)"
1049755,11/17/2011,Closed (City Demolition),2102 Olive St,KANSAS CITY,MO,64127,Wendell Phillips,39.086602,-94.554645,13090,Land Bank,,Accelerated Priority,,,"2102 Olive St
KANSAS CITY 64127
(39.086602, -94.554645)"
1154030,11/02/2015,Closed (Owner Demolition),7011 Prospect Ave,KANSAS CITY,MO,64132,Self Help Neighborhood Council,38.999378,-94.556471,3091,Private,,,Commercial Building,Regular Demolition,"7011 Prospect Ave
KANSAS CITY 64132
(38.999378, -94.556471)"
1088009,04/29/2013,Closed (City Demolition),4441 Agnes Ave,KANSAS CITY,MO,64130,Oak Park Southwest,39.04477,-94.549224,34438,Land Bank,,,,,"4441 Agnes Ave
KANSAS CITY 64130
(39.04477, -94.549224)"
1161728,10/24/2013,Closed (City Demolition),6741 South Benton Ave,KANSAS CITY,MO,64132,Self Help Neighborhood Council,39.00352,-94.552807,2970,Land Bank,,Land Bank Round 3,,,"6741 South Benton Ave
KANSAS CITY 64132
(39.00352, -94.552807)"
1047556,09/18/2014,Closed (City Demolition),5900 CYPRESS PL,KANSAS CITY,MO,64130,Swope Parkway-Elmwood,39.018377,-94.533843,216,Land Bank,,47/63 Strategic Area (LB Round 3),,,"5900 CYPRESS PL
KANSAS CITY 64130
(39.018377, -94.533843)"
1143444,10/23/2012,Closed (City Demolition),3832 THOMPSON AVE,KANSAS CITY,MO,64124,Scarritt Point,39.107885,-94.536059,42173,Private,,,House,Regular Demolition,"3832 THOMPSON AVE
KANSAS CITY 64124
(39.107885, -94.536059)"
1054872,12/16/2011,Downgraded/No Longer a DB,1133 FULLER AVE,KANSAS CITY,MO,64126,Sheffield,39.097753,-94.506215,5931,Land Bank,,,,,"1133 FULLER AVE
KANSAS CITY 64126
(39.097753, -94.506215)"
1154394,03/30/2016,Closed (City Demolition),3600 College Ave,KANSAS CITY,MO,64128,Oak Park Northwest,39.060471,-94.545498,28474,Land Bank,,Kissick Donated Demolition,,,"3600 College Ave
KANSAS CITY 64128
(39.060471, -94.545498)"
1069783,07/27/2012,Downgraded/No Longer a DB,3542 Montgall Ave,KANSAS CITY,MO,64128,Oak Park Northwest,39.061023,-94.552474,28601,Private,,,Apartment Building,Regular Demolition,"3542 Montgall Ave
KANSAS CITY 64128
(39.061023, -94.552474)"
1061717,10/13/2014,Closed (City Deconstruction),3635 E 58TH ST,KANSAS CITY,MO,64130,North Town Fork Creek,39.020697,-94.542866,37063,Land Bank,,Candidate for Deconstruction (was Dollar House List),,,"3635 E 58TH ST
KANSAS CITY 64130
(39.020697, -94.542866)"
1069950,07/30/2012,Closed (City Demolition),3430 Cleveland Ave,KANSAS CITY,MO,64128,Palestine West And Oak Park No,39.06293,-94.53973,26248,Land Bank,,,,,"3430 Cleveland Ave
KANSAS CITY 64128
(39.06293, -94.53973)"
1096159,07/17/2013,Downgraded/No Longer a DB,2623 E 29th St,KANSAS CITY,MO,64128,Santa Fe,39.07239,-94.551586,24695,Private,,,Apartment Building,More Information Needed,"2623 E 29th St
KANSAS CITY 64128
(39.07239, -94.551586)"
1129685,02/23/2015,Closed (Owner Repair),3301 Cypress Ave,KANSAS CITY,MO,64128,Knoches Park,39.065044,-94.530872,23118,Private,,,Church,,"3301 Cypress Ave
KANSAS CITY 64128
(39.065044, -94.530872)"
1123579,09/30/2014,Closed (Owner Repair),8705 E 63RD Trfy,KANSAS CITY,MO,64133,East Swope Highlands,39.009188,-94.483918,52650,Private,,47/63 Strategic Area,House,Regular Demolition,"8705 E 63RD Trfy
KANSAS CITY 64133
(39.009188, -94.483918)"
1157807,05/17/2016,Downgraded/No Longer a DB,342 N White Ave,KANSAS CITY,MO,64123,North Indian Mound,39.115594,-94.511857,45730,Land Bank,,,,,"342 N White Ave
KANSAS CITY 64123
(39.115594, -94.511857)"
1137989,06/18/2015,Closed (Owner Repair),829 EWING AVE,KANSAS CITY,MO,64125,Sheffield,39.101049,-94.502617,5175,Private,,,Unattached Garage,,"829 EWING AVE
KANSAS CITY 64125
(39.101049, -94.502617)"
1047236,03/13/2009,Closed (Owner Demolition),5611 E 36TH ST,KANSAS CITY,MO,64128,Dunbar,39.059612,-94.517473,30913,Private,,,House,High Priority,"5611 E 36TH ST
KANSAS CITY 64128
(39.059612, -94.517473)"
1122503,09/12/2014,Closed (Owner Demolition),340 GLADSTONE BLVD,KANSAS CITY,MO,64124,Scarritt Point,39.11003,-94.546242,40804,Private,,,Unattached Garage,Regular Demolition,"340 GLADSTONE BLVD
KANSAS CITY 64124
(39.11003, -94.546242)"
1166971,09/26/2016,Closed (City Demolition),5625 E 28th St,KANSAS CITY,MO,64128,South Blue Valley,39.074298,-94.516902,21577,Land Bank,,,,,"5625 E 28th St
KANSAS CITY 64128
(39.074298, -94.516902)"
1080009,11/15/2012,Closed (City Demolition),4510 - 4514 E 24TH ST,KANSAS CITY,MO,64127,East Community Team South,39.08229,-94.529955,19239,Private,,,Commercial Building,Repair/Receivership,"4510 4514 E 24TH ST
KANSAS CITY 64127
(39.08229, -94.529955)"
1170203,12/02/2016,Closed (City Demolition),1322 Cleveland Ave,KANSAS CITY,MO,64127,Lykins,39.096154,-94.538038,11433,Private,,KCPD Requested,House,Regular Demolition,"1322 Cleveland Ave
KANSAS CITY 64127
(39.096154, -94.538038)"
1048379,03/07/2011,Closed (City Demolition),3319 E 24TH TER (unfinished foundation),KANSAS CITY,MO,64127,Washington Wheatley,39.081586,-94.543345,16076,Land Bank,,Dollar House List,,,"3319 E 24TH TER
unfinished foundation) KANSAS CITY 64127
(39.081586, -94.543345)"
1135890,05/22/2015,Closed (City Demolition),2509 Bales Ave,KANSAS CITY,MO,64127,Washington Wheatley,39.079933,-94.541681,17444,Land Bank,,,,,"2509 Bales Ave
KANSAS CITY 64127
(39.079933, -94.541681)"
1177236,05/08/2017,Closed (City Demolition),805 Myrtle Ave,KANSAS CITY,MO,64124,Lykins,39.102638,-94.53514,9604,Private,,,House,Emergency,"805 Myrtle Ave
KANSAS CITY 64124
(39.102638, -94.53514)"
1087693,04/02/2014,Closed (Owner Repair),1225 Fremont Ave,KANSAS CITY,MO,64126,East Blue Valley,39.096294,-94.507485,6145,Private,,,,,"1225 Fremont Ave
KANSAS CITY 64126
(39.096294, -94.507485)"
1085941,12/07/2012,Monitoring Owner Compliance,802 UTLEY AVE,KANSAS CITY,MO,64125,North Blue Ridge,39.100554,-94.482945,47238,Private,,,House,Regular Demolition,"802 UTLEY AVE
KANSAS CITY 64125
(39.100554, -94.482945)"
1151145,01/25/2016,Closed (Owner Repair),2416 E 109th St,KANSAS CITY,MO,64131,St,38.928457,-94.561251,156111,Private,,,House,Regular Demolition,"2416 E 109th St
KANSAS CITY 64131
(38.928457, -94.561251)"
1159254,06/04/2016,Closed (City Demolition),5832 Prospect Ave,KANSAS CITY,MO,64130,Blue Hills,39.019878,-94.556037,148181,Private,,47/63 Strategic Area,House,High Priority,"5832 Prospect Ave
KANSAS CITY 64130
(39.019878, -94.556037)"
1104836,01/06/2014,Closed (Owner Repair),4025 Troost Ave,KANSAS CITY,MO,64110,Manheim Park,39.053379,-94.571879,135776,Private,,,House,High Priority,"4025 Troost Ave
KANSAS CITY 64110
(39.053379, -94.571879)"
1092268,10/10/2014,Closed (City Demolition),4003 E 39th St,KANSAS CITY,MO,64130,Vineyard Northwest,39.054649,-94.537231,30362,Land Bank,,Dollar House List,,,"4003 E 39th St
KANSAS CITY 64130
(39.054649, -94.537231)"
1058558,07/27/2010,Closed (City Demolition),3512 INDEPENDENCE AVE,KANSAS CITY,MO,64124,Scarritt Point,39.106208,-94.53976,41948,Land Bank,,,,,"3512 INDEPENDENCE AVE
KANSAS CITY 64124
(39.106208, -94.53976)"
1047211,07/30/2009,Downgraded/No Longer a DB,4105 E LINWOOD BLVD,KANSAS CITY,MO,64128,Palestine East,39.067192,-94.535464,25937,Private,,,Apartment Building,Repair/Receivership,"4105 E LINWOOD BLVD
KANSAS CITY 64128
(39.067192, -94.535464)"
1126543,01/25/2013,Closed (City Demolition),2841 BALES AVE,KANSAS CITY,MO,64128,Ingleside,39.073399,-94.541977,23841,Land Bank,,Dollar House List,,,"2841 BALES AVE
KANSAS CITY 64128
(39.073399, -94.541977)"
1164308,07/20/2015,Closed (City Demolition),4409 Flora Ave,KANSAS CITY,MO,64110,Ivanhoe Southwest,39.046385,-94.566522,137534,Private,,,House,Emergency,"4409 Flora Ave
KANSAS CITY 64110
(39.046385, -94.566522)"
1125985,11/12/2014,Closed (City Demolition),2447 Bales Ave,KANSAS CITY,MO,64127,Washington Wheatley,39.081167,-94.541604,17213,Private,,,House,Regular Demolition,"2447 Bales Ave
KANSAS CITY 64127
(39.081167, -94.541604)"
1053406,11/16/2011,Downgraded/No Longer a DB,3333 E 19TH ST,KANSAS CITY,MO,64127,Washington Wheatley,39.08942,-94.542885,15320,Private,,,Commercial Building,Repair/Receivership,"3333 E 19TH ST
KANSAS CITY 64127
(39.08942, -94.542885)"
1154496,03/31/2016,Closed (Owner Repair),9017 Stark Ave,KANSAS CITY,MO,64138,White Oak,38.959167,-94.483447,66622,Private,,,House,Repair/Receivership,"9017 Stark Ave
KANSAS CITY 64138
(38.959167, -94.483447)"
1047352,10/02/2007,Downgraded/No Longer a DB,3302 E 22nd St,KANSAS CITY,MO,64127,Washington Wheatley,39.085592,-94.544376,15777,Land Bank,,,,,"3302 E 22nd St
KANSAS CITY 64127
(39.085592, -94.544376)"
1107985,12/17/2013,Closed (Owner Repair),3105 Peery Ave,KANSAS CITY,MO,64127,Independence Plaza,39.099313,-94.545659,10901,Private,,Accelerated Priority,Apartment Building,Repair/Receivership,"3105 Peery Ave
KANSAS CITY 64127
(39.099313, -94.545659)"
1092903,11/06/2013,Closed (Owner Demolition),1911 E 55TH ST,KANSAS CITY,MO,64130,Blue Hills,39.026654,-94.562496,147780,Private,,47/63 Strategic Area,Commercial Building,High Priority,"1911 E 55TH ST
KANSAS CITY 64130
(39.026654, -94.562496)"
1047991,06/18/2010,Closed (Owner Repair),5312 RINKER RD,KANSAS CITY,MO,64129,Eastwood Hills East,39.026585,-94.488971,51232,Private,,Dollar House (sold),House,,"5312 RINKER RD
KANSAS CITY 64129
(39.026585, -94.488971)"
1190921,12/22/2017,Closed (City Demolition),2131 E 82nd Ter,KANSAS CITY,MO,64132,Marlborough Heights/Marlboroug,38.977396,-94.562708,117268,Private,,,,,"2131 E 82nd Ter
KANSAS CITY 64132
(38.977396, -94.562708)"
1153383,03/10/2016,Closed (City Demolition),2441 Lister Ave,KANSAS CITY,MO,64127,East Community Team South,39.080648,-94.527323,19143,Land Bank,,Kissick Donated Demolition,,,"2441 Lister Ave
KANSAS CITY 64127
(39.080648, -94.527323)"
1047588,10/02/2014,Closed (City Demolition),3619 E 33RD ST,KANSAS CITY,MO,64128,Palestine West And Oak Park No,39.065657,-94.540617,26063,Private,,,House,High Priority,"3619 E 33RD ST
KANSAS CITY 64128
(39.065657, -94.540617)"
1047678,01/21/2009,Closed (City Demolition),4218 BELLEFONTAINE AVE,KANSAS CITY,MO,64130,Oak Park Southwest,39.049133,-94.548531,30220,Land Bank,,Dollar House List,,,"4218 BELLEFONTAINE AVE
KANSAS CITY 64130
(39.049133, -94.548531)"
1135360,05/18/2015,Downgraded/No Longer a DB,2214 Prospect Ave,KANSAS CITY,MO,64127,Wendell Phillips,39.084928,-94.552467,13189,Private,,,House,,"2214 Prospect Ave
KANSAS CITY 64127
(39.084928, -94.552467)"
1072064,08/15/2012,Closed (Owner Demolition),2111 Walrond Ave,KANSAS CITY,MO,64127,Washington Wheatley,39.085943,-94.545381,15804,Private,,,House,More Information Needed,"2111 Walrond Ave
KANSAS CITY 64127
(39.085943, -94.545381)"
1132791,05/13/2014,Closed (City Demolition),5302 OLIVE ST,KANSAS CITY,MO,64130,Blue Hills,39.030036,-94.557625,146004,Private,,47/63 Strategic Area,House,Regular Demolition,"5302 OLIVE ST
KANSAS CITY 64130
(39.030036, -94.557625)"
1111440,05/12/2014,Closed (Owner Repair),3910 N Garfield Ave,KANSAS CITY,MO,64116,River Forest,39.165049,-94.555534,85526,Private,,,House,Repair/Receivership,"3910 N Garfield Ave
KANSAS CITY 64116
(39.165049, -94.555534)"
1130045,01/01/2012,Closed (City Demolition),5520 Jaudon Ave,KANSAS CITY,MO,64130,North Town Fork Creek,39.025246,-94.550384,36505,Land Bank,,Dollar House List,,,"5520 Jaudon Ave
KANSAS CITY 64130
(39.025246, -94.550384)"
1047842,12/28/2010,Closed (Owner Repair),5228 AGNES AVE,KANSAS CITY,MO,64130,North Town Fork Creek,39.030722,-94.550611,36178,Private,,Dollar House (sold),,,"5228 AGNES AVE
KANSAS CITY 64130
(39.030722, -94.550611)"
1064362,06/22/2012,Downgraded/No Longer a DB,3215 E 27th St,KANSAS CITY,MO,64128,Santa Fe,39.076527,-94.545212,24355,Land Bank,,,,,"3215 E 27th St
KANSAS CITY 64128
(39.076527, -94.545212)"
1087086,04/12/2013,Downgraded/No Longer a DB,5144 N BELLAIRE AVE,KANSAS CITY,MO,64119,Maple Park West,39.187682,-94.511129,82107,Private,,AHA Candidate,House,Repair/Receivership,"5144 N BELLAIRE AVE
KANSAS CITY 64119
(39.187682, -94.511129)"
1147934,04/07/2014,Closed (City Demolition),429 Quincy Ave,KANSAS CITY,MO,64124,South Indian Mound,39.107696,-94.522156,45007,Private,,Accelerated Priority,House,High Priority,"429 Quincy Ave
KANSAS CITY 64124
(39.107696, -94.522156)"
1059539,03/19/2012,Closed (City Demolition),3708 E 27th St,KANSAS CITY,MO,64127,Washington Wheatley,39.076856,-94.539325,17291,Private,,,Commercial Building,Regular Demolition,"3708 E 27th St
KANSAS CITY 64127
(39.076856, -94.539325)"
1154222,03/28/2016,Closed (City Demolition),5628 Garfield Ave,KANSAS CITY,MO,64130,Blue Hills,39.023873,-94.561505,147892,Land Bank,,Kissick Donated Demolition,,,"5628 Garfield Ave
KANSAS CITY 64130
(39.023873, -94.561505)"
1047268,10/25/2010,Closed (City Demolition),4900 E 24th St,KANSAS CITY,MO,64127,East Community Team South,39.082308,-94.526497,19015,Land Bank,,Kissick Donated Demolition,,,"4900 E 24th St
KANSAS CITY 64127
(39.082308, -94.526497)"
1172716,02/13/2017,Closed (City Demolition),3020 Mersington Ave,KANSAS CITY,MO,64128,Ingleside,39.070023,-94.538174,24142,Private,,KCPD Requested,House,,"3020 Mersington Ave
KANSAS CITY 64128
(39.070023, -94.538174)"
1109289,04/09/2014,Closed (Owner Repair),325 Van Brunt Blvd,KANSAS CITY,MO,64124,South Indian Mound,39.10995,-94.525421,44018,Private,,,House,Repair/Receivership,"325 Van Brunt Blvd
KANSAS CITY 64124
(39.10995, -94.525421)"
1166159,04/10/2014,Closed (City Demolition),1108 Tracy Ave,KANSAS CITY,MO,64106,Paseo West,39.100222,-94.56754,12116,Land Bank,,Accelerated Priority,Apartment Building,,"1108 Tracy Ave
KANSAS CITY 64106
(39.100222, -94.56754)"
1175370,04/07/2017,Closed (City Demolition),2100 E 45th St,KANSAS CITY,MO,64130,Ivanhoe Southeast,39.044962,-94.559643,137304,Private,,,House,High Priority,"2100 E 45th St
KANSAS CITY 64130
(39.044962, -94.559643)"
1050398,12/18/2008,Closed (Sent to Receivership),1031 PARK AVE,KANSAS CITY,MO,64127,Independence Plaza,39.100341,-94.554497,11854,Private,,,House,High Priority,"1031 PARK AVE
KANSAS CITY 64127
(39.100341, -94.554497)"
1124622,10/20/2014,Closed (Owner Repair),3716 Garner Ave,KANSAS CITY,MO,64124,Scarritt Point,39.108798,-94.536658,42204,Private,,,House,Regular Demolition,"3716 Garner Ave
KANSAS CITY 64124
(39.108798, -94.536658)"
1153168,03/07/2016,Closed (City Demolition),2012 Elmwood Ave,KANSAS CITY,MO,64127,East Community Team North,39.086795,-94.529628,18562,Land Bank,,Kissick Donated Demolition,,,"2012 Elmwood Ave
KANSAS CITY 64127
(39.086795, -94.529628)"
1152800,03/01/2016,Closed (Owner Demolition),5013 Brooklyn Ave,KANSAS CITY,MO,64130,Blue Hills,39.034954,-94.558985,138909,Private,,47/63 Strategic Area,House,More Information Needed,"5013 Brooklyn Ave
KANSAS CITY 64130
(39.034954, -94.558985)"
1113600,05/29/2014,Closed (City Demolition),3231 College Ave,KANSAS CITY,MO,64128,Oak Park Northwest,39.066424,-94.544631,24984,Private,,,House,Repair/Receivership,"3231 College Ave
KANSAS CITY 64128
(39.066424, -94.544631)"
1142274,08/06/2015,Closed (City Demolition),3528 Michigan Ave,KANSAS CITY,MO,64109,Linwood Homeowners-Ivanhoe,39.061721,-94.561692,133943,Private,,,House,Regular Demolition,"3528 Michigan Ave
KANSAS CITY 64109
(39.061721, -94.561692)"
1151405,02/01/2016,Downgraded/No Longer a DB,9621 Booth Ave,KANSAS CITY,MO,64134,Robandee South,38.948755,-94.489739,69864,Private,,,House,More Information Needed,"9621 Booth Ave
KANSAS CITY 64134
(38.948755, -94.489739)"
1126560,12/02/2014,Closed (City Demolition),2422 Kensington Ave,KANSAS CITY,MO,64127,East Community Team South,39.08136,-94.532055,19336,Land Bank,,Candidate for Deconstruction (was Dollar House List),,,"2422 Kensington Ave
KANSAS CITY 64127
(39.08136, -94.532055)"
1148905,11/13/2015,No Action As Of Yet,4916 E Linwood Blvd,KANSAS CITY,MO,64128,Knoches Park,39.067637,-94.527211,22808,Land Bank,,,House,Regular Demolition,"4916 E Linwood Blvd
KANSAS CITY 64128
(39.067637, -94.527211)"
1153843,02/29/2016,Closed (Owner Repair),4701 E 27th St,KANSAS CITY,MO,64128,East Community Team South,39.075772,-94.526605,22201,Private,,,Commercial Building,Regular Demolition,"4701 E 27th St
KANSAS CITY 64128
(39.075772, -94.526605)"
